school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
PEI TONG PRIMARY SCHOOL,http://www.peitongpri.moe.edu.sg/,15   CLEMENTI AVENUE 5,129857,67775458,na,67789784,na,PTPS@MOE.EDU.SG,Clementi,"7, 184, 282",MRS NG- TEO SOCK HUA,MRS LIM- FOO BOON CHING,MDM LIM WAI PING PATRICIA,na,na,na,na,"Our vision is 'Every child a passionate learner, a resilient individual and gracious citizen.'","Our mission is 'Nurturing and inspiring every child to be an engaged learner who is holistically developed, future ready and anchored in values in a caring environment.'","The school believes that knowledge and skills must be anchored in values and character development. While we help every student go as far as he can, the ultimate goal is to develop him into one who can thrive in the globalised world with a sound moral and ethical compass. We complement parents' role in imparting values and work closely with parents to achieve this. The school core values are Care, Respect, Integrity, Responsibility, Resilience and Excellence. The school sees teachers as the key in nurturing every child for the future and takes pride in espousing a culture of care.",CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Melody@Pei Tong (LLP) aims to make learning of music fun and enjoyable so that students will continue to learn and appreciate music throughout their lives. Music lessons are enriched through the ""Engaging with Songs"" programme and creative music-making. <br /><br />Programme for Active Leaning develops the social and emotional competencies in P1 and P2 students through fun and varied activities.  It is experiential in nature, encompasses learning in a creative way and incorporates values education.<br /><br />All P3 to P6 students participate in co-curricular activities to allow them to pursue their passions and interests outside the classrooms and provide opportunities for interaction among students from different races, classes and levels. <br /><br />School leverages technologies to create a stimulating learning experience for students. All classrooms are equipped with Interactive Whiteboards. For P5 and P6, laptops and iPads are used in the wireless environment to promote self-directed and collaborative learning. <br /><br />CCE A.L.I.V.E! (school-based values education programme), provides opportunities for students to take ownership of their Values in Action experiences through teacher's facilitation and reflections after execution."
PEICAI SECONDARY SCHOOL,http://www.peicaisec.moe.edu.sg,10   SERANGOON AVENUE 4,556094,62884159,na,62830480,na,peicai_ss@moe.edu.sg,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",MR LIM KOK HWA,MISS TAN LI PING,MR SHUE PEI YAN,na,na,na,na,"Critical Minds, Compassionate Hearts","To nurture critical and independent learners with love for self, family and society","Peicai Secondary's (PCSS) value proposition of a Second Home for Peicaians and a Home Away from Home for staff, forms the foundation of the school's ecosystem of care. We develop students to be future ready Peicaians of Character, imbued with the values of Perseverance, Respect, Responsibility, Integrity, Discipline and Empathy. PCSS is committed to provide Peicaians with positive and enriching experiences in a conducive and safe learning environment where they are allowed to learn and grow. Our Instructional, Character and Leadership programmes enrich, enhance and enable our students in the 3 domains of the Head, Heart and Hand. Platforms are provided for Peicaians to contribute to the school, local and global community through student-initiated and teacher-facilitated activities to hone their leadership and 21CC skills, and to make a difference to themselves and the lives of others.",SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school leverages on its Learning for Life Programme (LLP) - Becoming Person for Others; Leadership Through and For the Community - to develop character traits and leadership skills of Peicaians as responsible citizens of the future. Students are empowered to plan and implement charity drives for their financial needy peers, health-enhancing and well-being programmes for senior citizens and other social leadership activities for the wider community. The second distinctive programme for PCSS, the Applied Learning Programme (ALP) in Food, Health and Sports Science aims to expose Peicaians to experiential learning in food processing, food technology, fitness, lifestyle and healthcare. Together with our student leadership framework, we hope to mould Peicaians of Character who truly live up to the school vision of Critical Minds, Compassionate Hearts. PCSS offers Direct School Admission (DSA) to Primary 6 students who have a deep belief and passion in leadership and are keen to serve as Student Leaders in PCSS."
PEIRCE SECONDARY SCHOOL,http://www.peircesec.moe.edu.sg,10   SIN MING WALK,575566,64576454,na,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MDM BETTY CHANG,MRS NG MONG KHENG,na,na,na,na,na,"Resilient Learners, Gracious Citizens.  Peirceans rise above challenges to stretch their potential. They serve with honour.",A Learning Community that Values Every Individual.,"Our School Motto ""Fax Mentis Incendium Gloriae"" - The Passion for Glory is a Torch to the Mind, signifies that the school is the spark that ignites the minds of our students and encourages them to strive for excellence. Our students are Disciplined Learners with a strong sense of purpose and motivation to learn; Adaptable Leaders with effective communication skills, critical thinking abilities and high socio-emotional competencies to exercise initiative; collaborate with others and solve problems. Our teachers are committed to nurturing the whole child. We strive to develop in our students the school values of Passion to Excel, Integrity, Respect, Care and Empathy. We partner parents and the community to achieve our vision and mission.",BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school offers the Applied Learning Programme (ALP) and Learning for Life Programme (LLP) which provide students with learning experiences beyond the formal instructional curriculum. The school's ALP, Broadcast Journalism, allows students to apply English and Mother Tongue Language skills from various genres in an authentic setting. All lower secondary students go through the programme where they hone their language skills as they engage in scripting, storyboarding and video-making. Students also acquire related ICT skills integrated into the programme. The programme promotes the use of the language skills to communicate and serve the community. Students also gain insights into possible careers in the fields of media and journalism. The LLP focusses on developing community leaders with the heart to serve through Uniformed Groups and leadership development programmes. It leverages on the strength of the school in Uniformed Groups (UGs) to provide UG experiences for non-UG students. It aims to develop leadership skills progressively in all students; beginning with personal and community leadership and culminating in executive leadership. All students will also acquire social emotional competencies and values to become community leaders. In all, the school is committed to nurturing resilient learners with skills and values for effective communication and gracious citizens with the heart to serve."
PEIYING PRIMARY SCHOOL,http://www.peiyingpri.moe.edu.sg,651  YISHUN RING ROAD,768687,62575684,na,67558802,na,peiying_ps@moe.edu.sg,Khatib,"851, 852, 853, 854, 855",MR K GOVINDAN,MDM JOSEPHINE ONG MRS NG HANG SENG,na,na,na,na,na,A School with P.R.I.D.E. *<br />*Perseverance; Respect; Integrity; Diligence; Empathy<br />,"Building Character, Enriching Lives, Stretching Potential","At Peiying Primary School, the underpinning philosophy of teaching and learning is the belief that every child can learn, improve and fulfil his potential to become contributing citizens. <br /><br />Central to the Peiying brand of education is the nurture of individuals who would be leaders of character, engaged and resilient learners and caring citizens. At Peiying Primary School, we look for the strengths in our students and we strive to help our students realise their full potential. Each child is respected as an individual and nurtured to grow and develop. Our students learn to give their best in all that they do, to persevere and to 'never give up'. The school focuses on character building and on the inculcation of values such as honesty and development of respect and care for the people around them.<br /><br />Students of Peiying enjoy a wide variety of programmes that contribute to their holistic development. Student Development Programmes in the school are specially planned and designed to stretch the potential in each and every child to make learning at Peiying fun and meaningful.<br />",YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Scale@Peiying: SCALE@Peiying is a 6-year Learning for Life Programme (LLP) that focuses on sports, character development and adventure learning. The LLP provides students with real-life experiential learning to develop their character and values, cultivate positive attitudes, self-expression and strengthen their interaction skills. Peiying has its own Adventure Tower that enables the school to carry out outdoor adventure activities regularly on the school premises. <br /><br />Code for fun: All P3 & P4 students go through a robotics programme that spans two years. Students start learning the fundamentals of computational thinking at Primary 3 and the programme is continued at Primary 4. This programme offers a fun and interactive way for students to learn programming skills.  It also enhances logical thinking, analytical skills and help students learn to organise data. <br /> <br />Project Work: Project Work provides P3 to P6 students with the opportunity to synthesise knowledge from various areas of learning, and apply it to real life situations. Participation in Project Work enhances students' knowledge and enables them to acquire 21st Century competencies such as collaboration, communication and independent learning. It prepares them for lifelong learning and to face future challenges. <br /> <br />ACE Programme: Arts and Cultural Experiences (ACE) provides different platforms for our students to be immersed in the culture and arts of the different community groups. Students learn to appreciate our diverse cultural heritage through activities that range from learning to play in a kompang group to picking up Chinese Opera skills.<br /> <br />Hydroponics & Aeroponics Programme: Peiying adopts an experiential approach to the learning of Science. As part of the process of learning about plants, students grow vegetables using hydroponics and aeroponics. The vegetables that are harvested are distributed to needy families in the neighbourhood and adds a 'values-in-actio"
PING YI SECONDARY SCHOOL,https://pingyisec.moe.edu.sg,61   CHAI CHEE STREET,468980,64489580,na,64442731,na,pyss@moe.edu.sg,BEDOK MRT,"26, 222, 222P, 2, 7, 24, 25, 28, 30, 30E, 32, 33, 40, 67, 229, 401, 854, 60, 87",MR ANG CHEE SENG,MR CHEONG HUEI LEONARD,MDM CHEW SIANG JIUN,na,na,na,na,A School of Distinction in Learning and Service,"To nurture and develop our students to be strong and upright in character, passionate about learning and innovative in spirit so as to serve the community","Ping Yi is well-known for its Restorative Practices (RP), where character development and positive relationships are of paramount importance. We believe in the justice of restoration, participatory learning and responsible decision-making. Our teachers engage our students through relational and innovative teaching strategies, and nurture them through their adolescence, better preparing them for life. The team of very dedicated staff believes in creative and fun ways to help students learn more effectively. Lessons are crafted in exciting, experiential, authentic and meaningful ways.  By believing in our students, creating opportunities for them to discover their talents, and developing their abilities to the fullest, the teachers give them confidence to dare to dream and courage to turn their dreams into reality.  This has led to very good educational outcomes over the years.",BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Design and Aeronautical Engineering @ Ping Yi (our Applied Learning Programme in the area of STEM) provides our students the opportunity to be trained extensively in the Design Protocol, a design process skillset that gives students a structured approach towards enhancing their critical thinking skills in design principles, and developing ideas and solutions. They learn the Art and Science of Flight: from Aerodynamics (the theory of flight), to Aeronautics (the movement of planes in the air) and Aircraft Design (flying with style). Design and aeronautical fundamentals have also been integrated into the Maths and Science curriculum to deepen student understanding. In partnership with Polytechnics and industry partners, and through our own series of authentic learning experiences and workshops, our students take up the challenges of design and production in a fun and dynamic way. Elements of entrepreneurship are introduced to allow students to conduct feasibility and scalability studies, and to communicate their proposals effectively. Our Leadership through Character and Citizenship Education (our Life-long Learning Programme in the area of Community and Youth Leadership) programme provides opportunities for students to develop desired character traits like resilience, tenacity, initiative, team spirit and an orientation towards excellence. Annual level camps, values-in-action activities, work attachment experiences, local and overseas service learning, the NYAA platform and leadership modules provide ample opportunities for students to develop their competencies and to serve the community."
PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,23   JURONG WEST STREET 81,649076,67932397,na,67933974,na,pioneer_ps@moe.edu.sg,Boon Lay Station,243,MDM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MDM CHOO SIEW HONG,na,na,na,na,Rooted in Values; Ready for the Future; Gem of the Community,"To develop each student to be a life-long learner, a leader with character, a success in his own right so as to serve the community.","The school believes that education for our young goes beyond just the years they are with us and that they should be equipped for a life beyond. As we forge ahead in future, we want to emphasise the development of school values and 21st century competencies so that our children will be able to navigate the uncertain, but exciting future. We embrace the following shared school values - An Inquiring, Imaginative Mind, Value Self and Others, Integrity and Doing Our Best - to foster a community of learners and responsible citizens. Our school motto ""Strive to Succeed"", underpins Pioneer's spirit of excellence.<br /><br />The school sets four strategic thrusts (STs) to realise the vision:<br />ST 1: From Exam-Ready to Future-Ready. We provide a holistic and future-ready curriculum which leverages technology to develop 21st century competencies in students. There are opportunities for students to personalise learning, reflect on their work, think critically and engage frequently in deep understanding through Project Work.<br /><br />ST 2: From Desire to Discipline. We provide Mediated Learning Experience, and a spectrum of customised programmes to develop in our students the passion, the skills and the grit for learning. We build in students the discipline in thinking, in living and in action so as to bring about their joy in learning.<br /><br />ST 3: From Teaching to Transforming. Teacher is the key to the success of students. The school focuses on continuous learning of the staff in pedagogy, curriculum and assessment. Beyond teaching students to achieve good results, our teachers acquire the knowledge and skills to transform their students to live successful lives.<br /><br />ST 4: Synergistic Partnerships with Parents and the Community. A key factor of Pioneer's high quality of education is the partnership between the school, parents, partners and community. We set up our partnership framework to bring about authentic influence and opportunities to develop our students.",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"The wide range of Co-Curricular Activities (CCA) in our school forms a key pillar of our students' character development. All our CCA set high targets and work towards them relentlessly as a team. Through their participation, students are significantly developed in teamwork, confidence and resilience. Many students have distinguished themselves and won honours in various competitions.<br /><br />We are recognised by MOE for Learning for Life Programme (LLP) in Graciousness and Fitness Through Dance. Students are exposed to a variety of dances throughout the 6 years in school. They learn dance progressively from fundamental movements and concepts, to ethnic, cultural and modern dance forms. Talented students are identified and nurtured to a higher level of dance skills.<br /><br />Our student leadership programme is geared towards equipping every student with key leadership skills and values. Through our I am a L.E.A.D.E.R framework, leadership opportunities are given to students starting from P1. Exemplary leaders are chosen to be CCA leaders and school councillors. They are empowered to lead school events and actively contribute in school improvements.<br /><br />As part of our Future-Ready Curriculum, the school has sustained a pervasive ICT culture through its iPad Programme. Students critically examine information presented before them and are active co-constructors of knowledge in the different subjects.<br /><br />The school empowers every student with an Individual Success Plan (ISP). Each student sets his own learning target for every subject.  It guides him on how he can proceed in his learning and is also used by students to share with their teachers and parents their learning progress.<br /><br />The Pioneer Developing and Nurturing Aspirations (DNA) in Science aims to nurture students as inquirers and build in them strong conceptual understanding in Science. Teaching strategies using Visible Thinking tools are carried out at different levels. This innova"
POI CHING SCHOOL,http://www.poiching.moe.edu.sg,21   TAMPINES STREET 71,529067,67856420,na,67857198,na,contact@poiching.moe.edu.sg,Tampines MRT,"Bus 293, 72, 27 and 168",MR MAH SENG THONG ANDREW,MDM PEH TAN WEE,MISS TAN SEOK KUAN,na,na,na,na,To be a premier SAP school,"To nurture morally upright, effectively bilingual and concerned citizens","Culture of Care and Culture of Improvement<br />In line with our school values (Loyalty, Filial Piety, Integrity, Justice, Diligence, Prudence, Sincerity, Modesty), Poi Ching School inculcates in our Students, Staff and Stakeholders the mindset to look outwardly from self to interactions with their peers, family, community and the environment. Hence, the focus on the culture of care. <br />School emphasizes Leading by Caring, and this philosophy is integrated into our Student Leadership Programme where the P5 and 6 students demonstrate care by initiating projects and programmes for the juniors, for example the P6 students organize the yearly CCA Open House for P1 and 2 students. Students and staff, in turn, are inspired to strive for improvement as we care for self and others.",TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Bi-Cultural Programme<br />In 2008, the Chinese Yun-Yu Teaching Approach (a school-based P1 and 2 Chinese Language package) was developed to make Chinese Language learning more engaging and interesting. In 2010, we published our own textbooks into the electronic version with interactive activities. This programme has gone through a review with new resources created in 2016.<br />Through our bi-cultural flagship programme, students are exposed to a variety of structured activities such as Wushu, Chinese Calligraphy, Chinese Chess, Tang Poetry, Confucian Analects and Chinese Opera. The school has established twinning programmes with two schools in China, Yidu Pei Qing Primary School and Shanghai Experimental School. <br />The epitome of these programmes is the Young Reporters Basic Skills programme which is introduced to all P3 students. Students with high competence and interest in both Chinese and English Languages attend a translation course to nurture bilingualism. Through these programmes, pupils are exposed to different cultures and gained a better understanding of the regional and global environments.<br /><br />S.P.I.C.E. Programme<br />The S.P.I.C.E. programme (Speaking Publicly Ignites Confidence and Excellence) is a school-wide programme for our students to develop their confidence in speaking in front of a wider audience. Students present in English and Mandarin and they have opportunities for individual or mass participation. <br /><br />CONCERNED CITIZENS<br />Values in Action Programme<br />Our Values in Action Programme is anchored on the HSBC (Helping the needy through fund raising, Sustaining a green school environment, Building bonds with the community, Caring for the elderly) framework. This is to create awareness amongst students and instil a sense of belonging and responsibility towards their community. As individuals who are part of the community, students should actively contribute to its improvement as much as possible."
PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6,569845,64543722,na,64543430,na,presbyterian@moe.edu.sg,YIO CHU KANG MRT,"45, 70, 71, 76, 86, 529, 825, 851, 851e, 852, 853",MR OWYONG TUCK SING VICTOR,MISS YEW MEI FOONG SARAH,na,na,na,na,na,"PHS honours GOD in mentoring Promise - Keepers, Hope - Builders and Servant - Leaders to bless their world always.",Our mission is to inculcate Christian values in every individual and develop his potential as a total person worthy of God and man.,"The school's vision is to develop our students to be Promise-Keepers, Hope-Builders and Servant-Leaders. To this intent, the school places emphasis on nurturing and developing good character as well as harness the leadership potential in every child; inculcating in them a sense of gratitude and responsibility to the community and nation. To achieve our mission to develop ""A Total Person Worthy of God and Man"", the school provides a  holistic education that seeks to engage students to participate fully in CCA and Student Leadership programmes. The school provides a Christian environment where there is a strong culture of teamwork, learning, excellence, care and self-discipline in the school.",ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"The school leverages on its Learning for Life Programme (LLP) to support its vision to develop students to be 'Promise-Keepers, Hope-Builders and Servant-Leaders'. All students will undergo customised LLP modules which are based on the Servant-Leadership model by Robert Greenleaf. In tandem with the school's Character First Programme, PHS seeks to harness the potential in every student to be the best that he/she can be. For Community Youth Leadership (CYL), the focus is on providing students with opportunities to be leaders of empathy as they lead in serving the community with a purpose. These programmes collectively develop the mental, physical and emotional wellness to give our students a firm foundation from which they can optimise their performance in their academic pursuit, CCAs and other school activities. The school's Applied Learning Programme (ALP) in Forensic & Pharmaceutical Science seeks to engage and excite our students in the learning of Science and enable students to experience how Science is applied in real life.  Through forensic science, the ALP taps on students' interest in learning the Science behind crime scene processing, through an array of hands-on activities.  Students will also be taught to appreciate the ethics behind forensic science."
PRINCESS ELIZABETH PRIMARY SCHOOL,http://www.princesselizabethpri.moe.edu.sg,30   BUKIT BATOK WEST AVENUE 3,659163,65655111,na,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MDM MOLIAH BINTE HASHIM,MISS NGIAM WEE HENG,MR LEE FOOK LOONG EUGENE,na,na,na,na,"Every Child an Engaged Learner, a Caring Citizen and a Steadfast Leader","Together, We Nurture and Inspire an Inclusive Spirit.","School Philosophy:<br />Every One Can Learn, Love and Lead<br /><br />School Culture:<br />The School embraces a Culture of Care, Innovation and Discipline, where discipline is unpacked as having the 'Disciplined People, Disciplined Thoughts, and Disciplined Actions'.",BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Excellence in Character Development<br /><br />At Princess Elizabeth Primary School, students are at the heart of our efforts in developing their character. These efforts have been affirmed by the Ministry of Education which awarded us with the Outstanding Development Award (Character Development) and designated our school as the West Zone Centre of Excellence for Character Development (WZ COE for CD). <br /><br />As the WZ COE for CD, PEPS serves as an anchor school in the West Zone to leverage on and develop their niche, culture and excellence in CD. This includes the development of teachers through sharing best practices in Character and Citizenship Education (CCE) workshops, customised programmes and sharing of CCE resources for teaching of core values and Social and Emotional (SE) competencies. These authentic resources are created by our own teachers and students. We also provide platform to nurture student leaders in primary schools in West Zone through workshop or camp to support the development of student leadership.<br /><br /><br />Learning for Life Programme (LLP)<br />ASPIRE to Serve and Lead<br /><br />In alignment with our school vision , 'Every Child, an Engaged Learner, a Caring Citizen and a Steadfast Leader, the focus of our LLP would be on imbuing our students with our school's core values of Ambition, Self-discipline, Perseverance, Integrity, Respect and Empathy (ASPIRE). This is achieved through community service and tiered student leadership development via our Values In Action (VIA) programme. The ultimate aim is to lay a solid foundation for our students to appreciate the value of citizen leadership in caring for others within the community."
PUNGGOL COVE PRIMARY SCHOOL,http://www.punggolcovepri.moe.edu.sg/,52   Sumang Walk,828674,63857339,na,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382, 84","MR YAP SWEE BENG, DENNIS",MISS THIA HWEI LING SHARON,na,na,na,na,na,"Every student an educated child and contributing citizen, ready to serve and lead.","Nurturing the Whole Child, Growing Future Leaders","Value: Empathy <br /><br />Characteristics and Practices of Empathy:<br />1) Appreciates the perspective of others, always see where others are coming from and seek consensus. Do not reject a person based on differences or biasness.<br /><br />2) Listens and seeks to understand, practise listening to understand others. Seek to understand before seeking to be understood.<br /><br />Value: Mindfulness<br /><br />Characteristics and Practices of Mindfulness:<br />1) Having self and social awareness. Understand who we are and our impact on others. Understand what we are good at and how we can make use of it to serve others.<br /><br />2) Has the ability to appreciate beauty in the aesthetics and the environment. Knowing how to appreciate music, art and the environment. Knowing how to take care of the physical environment.<br /><br />3) Is able to organise thoughts and information meaningfully before acting. Putting thoughts and information together coherently and meaningfully to derive knowledge and wisdom for action before acting. Stop. Think. Do.<br /><br />4) Able to anticipate. Seeing what is happening around us and remembering events of the past to anticipate future opportunities and threats.<br /><br />Value: Care<br /><br />Characteristics and Practices of Care:<br />1) Has the ability to take care of self and others. Knowing how to take care of one's health and physical development. Being conscious in caring for others. Knowing how to be safe.<br /><br />2) Believes in contributing to, caring for and serving the family and community. Identify and attend to each other's needs at home, in school and the community. Building a school community that serves with care.<br /><br />3) Able to convince and win others over. Using sound reasons to convince others of our proposition. An approach that does not run-down others. Helping others to see the larger good and meeting the needs of and caring for the larger community.",PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Holistic English Literacy Program (HELP)<br /><br />We envision every student to be an educated child and a contributing citizen, ready to serve and lead. In line with this vision, the English department has anchored a distinctive program, Holistic English Literacy Program (HELP) with the intent of imparting language skills to our students so that they feel empowered to use these skills in their community service learning projects. <br /><br />To enable learners to emerge as effective leaders in their own right, we strive on fostering a learning environment that extends far beyond the classroom walls. This ""service learning"" acts as a catalyst in enhancing both, student growth and the common good. Most importantly, it recognises the need to engage pupils in a natural learning process that is real and purpose driven. The underpinning belief in the development of this program is that children will be motivated to learn if they are presented with a strong purpose to do so.<br /><br />Purposefully crafted activities intend to help young people acquire the skills, attitudes, and beliefs that fully engage them in community life and help them move from the periphery of their community to its center.<br /><br />We believe that an emphasis on the public good challenges young minds to identify needs and strengths,  both in themselves and their community and to find creative ways for improving community conditions. HELP serves as an avenue to fulfil our school's vision of being a place where all students engage in learning, achieve to the best of their ability, and become productive citizens and participants of the community."
PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98   Punggol Walk,828772,65383011,na,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,na,MR HANAFI B ASMORE,MR GOH CHANG CHUEN,MISS TAN HUILING CHERYL,na,na,na,na,"Every PGPS Student, A Future-Ready Leader","Engaging Learners, Nurturing Leaders, Empowering Givers","Our school's emphasis lies beyond academic achievements. We strive to enhance holistic learning and provide a balance between equipping our students with knowledge and developing in them the 21st Century competencies and values that will prepare them as Future-Ready Leaders to thrive in an ever changing future that is uncertain and ambiguous. <br /><br />In alignment with that vision, Punggol Green Primary has also adopted the FISH! Philosophy to build a positive and dynamic school culture that enhances teaching and learning. Through the practice of the FISH! Philosophy, a safe and playful learning environment is created within the school to enhance personal responsibility and internal motivation amongst staff and students. <br />Based on FISH! principles, our teachers created four school mascots - Playto, Attie, Makena and Beth to personify these principles for our students to encourage and motivate our students to embrace the FISH! Philosophy as their way of life, the four principles are integrated into various school programmes.<br /><br />In order to extend this positive culture to our students' homes, their parents are encouraged to participate in the FISH! Inventory so that they can practise these four simple and yet powerful principles of the FISH! Philosophy with their children at home.<br />",PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"LLP in Environmental Education - LEAP<br />As our students are the future stewards of our environment that sustains our society and future generations, they need to understand the issues, relationships and interactions between natural and human systems. Hence, our school is currently developing our LLP in Environmental Education - LEAP. The LEAP curriculum intends to heighten students' awareness and knowledge about the environment and develop CCE values through the care and appreciation of nature, and 21st century competencies.  At the end of 6 years of LEAP curriculum in PGPS, we aim to develop our students to become environmentally literate citizens.<br /><br />School And Parent Partnership (SAPP)<br />Parents play a significant role in support of the child's character and citizenship development. Our parents at PGPS contribute actively through the FISH! Inventory on the demonstration of FISH! Philosophy and school values beyond school. Some of the parents also inspired our students through the ""Our Aspiration"" programme where they shared about the knowledge, skills and values that are vital towards achieving their goals in building their career. <br /><br />In a child's educational journey, the partnership between school and home cannot be undermined. At PGPS, we recognize the need to constantly engage the parents to work in tandem with them to develop the child to his/her maximum potentials. To provide parents with a fuller picture of their child's holistic development, the school conducts termly tripartite Parent-Teacher-Child Conferences where the students get to demonstrate their learning in various subject areas and share their reflections with their parents and teachers. This allows parents to see and hear from their child, first-hand, what he/she has learnt throughout the semester, providing parents with an all-rounded view of the child's academic and character development. Such student-centric sessions allow the child to assume a more active role in his/h"
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61   HOUGANG AVENUE 8,538787,63850762,na,63877793,na,punggol_ps@moe.edu.sg,"Hougang, Buangkok",62 74 88 113 147 325,MISS CHEW TOCK LEE,MISS KAREN YAW LI LING,na,na,na,na,na,A Gracious Community of Confident and Innovative Life-Long Learners.,"Igniting the Joy of Learning,<br />Inspiring All to Care and Share.","Our philosophy is ""Every Individual Matters"". This is based on the basic tenet that everyone has an importanht role to play in the pupils' education.  With the firm believe that every teacher cares and wants to inspire, the school spares no efforts to build the capacity of our teachers so that they are competent and effective in moulding the young minds.  This is complemented by the belief that every child can learn, excel and has interest and talents. Hence, we strive to ignite the joy of learning in the pupils and provide rich programmes to develop the pupils holistically. All our decisions and actions  are guided by our school's core values - Self-discipline, Teamwork, Affection and Resposibility (STAR). <br /><br />Having achieved good holistic outcomes in the last few years through a culture of care and collaboration, the school hopes to augment a culture of excellence, where both staff and pupils constantly challenge themselves to be better than what they already are. We hope to achieve this by reietrating a Champion Mindset in every one - a minsdet that sees failures as learning opportunities to grow and develop and hence is not easily daunted by adversities. Instead, in the face of challenges and setbacks, staff and pupils will persevere and try again until they succeed. At the end of the day, we aspire that every staff and pupil will be a Gracisous Citizen, a Confident Leader, an Innovative Team player and a Lifelong Learner.",HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"The school's Learning for Life Programme is  ""Social-emotional learning and character building Through Active Participation in Sports"" ( S.T.A.R.S.).  Aligned to our STAR values, the S.T.A.R.S. programme aims to use mass participation in sports and outdoor activities as a platform to build character and develop social-emotional competencies in all our pupils. We strongly believe that sports and games provide an excellent platform for our pupils to learn and practice teamwork, goal-setting, determination and good sportsmanship. Through games, the pupils get to experience the triumphs of success and the agonies of defeat; and in the process learn the important value of resilience. We firmly believe that these skills and values will put our pupils in good stead when faced with life's challenges in the future. <br /><br />The school's Applied Learning Programme, ""GreeNovation@PPS"" promotes green education, encouraging the pupils to tackle environmental issues confronting the world today through innovative thinking.  In line with the school's mission and vision, the school seeks to leverage this programmme to hone 21CC skills through a 6-year inquiry-based interdisciplinary programme. Basic Science knowledge and process skills such as observing, comparing and classifying as well as high order thinking skills, collaborative learning and problem-solving skills are introduced progressively to generate curiosity and creativity in the young minds and ignite the joy of learning.  GreeNovation@PPS complements and extends the learning of these knowledge and skills by applying them to authentic and real-life setting. This allows the pupils to have a greater awareness of Man's impact on the environment, while at the same time provide opportunities for them to work and learn from people in the community. With the school's commitment to develop the pupils holistically, the GreeNovation@PPS aspires to develop leaders of tomorrow with the heart for others."
